Copyright (C) 2006-2011
Gaia Data Processing and Analysis Consortium

THIS IS AN AUTOMATICALLY GENERATED FILE - DO NOT EDIT!

The file has been automatically generated from the contents of the
Gaia Parameter Database at the URL
    http://gaia.esac.esa.int/gpdb
Version -live (r.231494)-2012-05-18T04:59:16

Please report any problems arising from the usage of this file to
the Gaia Librarian gaialib@rssd.esa.int

Name,Value,Unit,Basic,Scalar,Description,Source,Expression,LaTeX label,Last modified
Satellite_BPCCD_NodeCapacitance,16.49,fF,false,true,"CCD node capacitance; the factor 0.64 refers to a two-stage amplifier","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0",":Nature:ElementaryCharge_Constant * 0.64 * 1E21 / CCD_Gain_MicroVoltPerElectron","",2009-08-12T14:00:00
Satellite_BPCCD_AmplifierBandwidth,3978.9,kHz,false,true,"CCD amplifier bandwidth, calculated as 1 / (2 \pi \tau) and assuming a time constant \tau = 40 ns, as measured by e2v","EADS-Astrium, 27 January 2010, 'Focal-Plane Assembly General Design Description (FPA GDD)', GAIA.ASF.TCN.PLM.00055, issue 5, revision 0, page 61","1E-3 / (2 * :Nature:Pi_Constant * 40E-9)","",2010-09-08T12:00:00
Satellite_BPCCD_Number,7,,false,true,"Number of CCDs in BP","","CCD_Number_AL * :Satellite:CCD_Number_AC","",2006-03-01T09:00:00
Satellite_BPCCD_LightSensitiveArea_PixelTotal,61846428,pixel,false,true,"Total number of light-sensitive pixels in (the image sections of) all BP CCDs. Any (permanent) TDI-gate activation is not included in the calculations","","CCD_Number * :Satellite:CCD_LightSensitiveArea_Pixel","",2006-09-15T15:00:00
Satellite_BPDeadTime_WindowMotion_DynamicShifts,0.20,%,false,true,"Dead time related to lost CCD transits due to windows moving - as a result of dynamic across-scan shifts introduced to mitigate serial-register charge-transfer inefficiency (serial CTI) - across the CCD edges in the across-scan direction, in units of percents of the operational lifetime. The maximum dynamic shifts are 4 AC pixels (EADS-Astrium, 4 August 2010, 'Radiation Campaign \#4 Astrium AF serial register tests report', GAIA.ASF.TCN.PLM.00585, issue 1, revision 0)","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","100 * 4 / :Satellite:CCD_NumberOfColumns","",2010-09-14T12:00:00
Satellite_BPDeadTime_Calibration,0.82,%,false,true,"Dead time due to in-orbit (re-)calibration of the instruments, in units of percents of the operational lifetime (see E. Hoeg and J.H.J. de Bruijne, 18 January 2007, 'Calibration of gates and magnitude scale', GAIA-CA-TN-NBI-EH-182-01)","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","100 * (6 / 24) / (:Nature:JulianYear_Day / 12)","",2009-08-14T18:00:00
Satellite_BPDeadTime_Straylight_EarthAndMoon,0.13,%,false,true,"Dead time due to straylight of the Earth and Moon, in units of percents of the operational lifetime","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","100 * (57 / 24) / (:Mission:LifeTime_OperationalPhase_Nominal * :Nature:JulianYear_Day)","",2010-09-13T18:00:00
Satellite_BPDeadTime_Straylight_BrightStarsAndPlanets,0.04,%,false,true,"Dead time due to straylight of bright stars and planets, in units of percents of the operational lifetime","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","0.003 + CCD_Number_AL * 0.008 + 0.024","",2010-09-13T18:00:00
Satellite_BPDeadTime_ChargeInjection,[0.00 3.20 3.20 ],%,false,true,"Dead time due to charge injection, in units of percents of the operational lifetime. The number 30 in the equation is half the along-scan window size (see parameter SWS_WindowClass_1). The vector elements refer to [G = 10.0 mag, G = 15.0 mag, G = 20.0 mag]","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","0, 100 * (30 + ChargeInjection_Duration + 30) / ChargeInjection_Period, 100 * (30 + ChargeInjection_Duration + 30) / ChargeInjection_Period","",2010-09-14T10:00:00
Satellite_BPDeadTime_CosmeticDefects,[1.22 1.22 1.22 ],%,false,true,"Dead time due to CCD cosmetic defects (dead columns, bright pixels, etc.), in units of percents of the operational lifetime. The numerical values are based on the end-of-life (EoL) CCD cosmetics (2 dead colums per CCD). The vector elements refer to [G = 10.0 mag, G = 15.0 mag, G = 20.0 mag]","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","100 * Window_Width * (2 / :Satellite:CCD_NumberOfColumns), 100 * 12 * (2 / :Satellite:CCD_NumberOfColumns), 100 * 12 * (2 / :Satellite:CCD_NumberOfColumns)","",2011-08-22T11:00:00
Satellite_BPDeadTime_TelemetryFrameLosses,0.009,%,false,true,"Dead time due to downlink telemetry-frame losses, in units of percents of the operational lifetime, assuming a nominal frame-loss probability (FLP = 1E-3%; see parameter :GroundSegment:Downlink_ProbabilityOfFrameLoss_Nominal). A transfer frame contains multiple star packets, as reflected in the calculation. EADS-Astrium assume a smallest star-packet size, after compression, of 1661 bits for SP1 (compare with :Satellite:PDHS:StarPacket_SizeAfterCompression_SP1Class2)","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1",":GroundSegment:Downlink_ProbabilityOfFrameLoss_Nominal * round(:Satellite:CDMS:TransferFrame_DataField / :Satellite:PDHS:StarPacket_SizeAfterCompression_SP1Class2[5] + 0.5)","",2009-08-14T18:00:00
Satellite_BPDeadTime_Selection_BrightStars,0.21,%,false,true,"Dead time related to a lack of serial samples at resource-allocation (selection) level caused by the simultaneous presence of bright stars (class 0), in units of percents of the operational lifetime","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1",":Satellite:AF:DeadTime_Selection_BrightStars + 0.04","",2011-03-17T12:00:00
Satellite_BPFocalPlane_StarProcessingRate_Average,282,star s^-1,false,true,"Average rate at which stars (G <= 20.00 mag) are being processed in BP (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included)","",":Nature:Sky_StarDensity_Average * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_BPFocalPlane_StarProcessingRate_Typical,1689,star s^-1,false,true,"Typical rate at which stars (G <= 20.00 mag) are being processed in BP (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included)","",":Nature:Sky_StarDensity_Typical * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_BPFocalPlane_StarProcessingRate_Design,6755,star s^-1,false,true,"Design-value of the rate at which stars (G <= 20.00 mag) are being processed in BP (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included)","",":Nature:Sky_StarDensity_Design * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_BPFocalPlane_StarProcessingRate_WorstCase,33773,star s^-1,false,true,"Maximum rate at which stars (G <= 20.00 mag) are being processed in BP (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included)","",":Nature:Sky_StarDensity_WorstCase * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_BPFoV_AL,0.07357,deg,false,true,"Total FoV (i.e., including dead zones between CCDs) of BP in the along-scan direction per viewing direction (telescope)","","(CCD_Number_AL * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter + (CCD_Number_AL - 1) * :Satellite:CCD_DeadZone_AL_MilliMeter) / (3600 * 1.0E-3 * :Satellite:FocalPlane_PlateScale)","",2006-03-01T09:00:00
Satellite_BPFoV_AL_Active,0.07357,deg,false,true,"Total active FoV (i.e., excluding dead zones between CCDs) of BP in the along-scan direction per viewing direction (telescope)","","CCD_Number_AL * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter / (3600 * 1.0E-3 * :Satellite:FocalPlane_PlateScale)","",2006-03-01T09:00:00
Satellite_BPFoV,0.05082,deg^2,false,true,"Total FoV (i.e., including dead zones between CCDs) of BP per viewing direction (telescope)","","FoV_AL * :Satellite:FoV_AC","",2006-03-01T09:00:00
Satellite_BPFoV_Active,0.04972,deg^2,false,true,"Total active FoV (i.e., excluding dead zones between CCDs) of BP per viewing direction (telescope)","","FoV_AL_Active * :Satellite:FoV_AC_Active","\Omega",2006-03-01T09:00:00
Satellite_BPFoV_AreaSwept_AL_Active,0.01126,deg^2 s^-1,false,true,"Total active BP FoV (i.e., excluding dead zones between CCDs) swept out per second","",":Satellite:FoV_AC_Active * :Satellite:ScanRate_Nominal / 3600","",2006-03-01T09:00:00
Satellite_BPFoV_NumberOfTransits_AL_Total,[38.1 36.1 35.9 ],,false,true,"Average number of BP transits (per viewing direction/telescope) over the nominal effective operational lifetime, assuming uniform sky coverage (the effect of faint-object, photometric-data dead time is taken into account; star detection and confirmation probabilities, crowding, etc., are not included). The vector elements refer to [G = 10.0 mag, G = 15.0 mag, G = 20.0 mag]","","FoV_TransitTime_AL_ActiveTotal[0] / FoV_TransitTime_AL_Active, FoV_TransitTime_AL_ActiveTotal[1] / FoV_TransitTime_AL_Active, FoV_TransitTime_AL_ActiveTotal[2] / FoV_TransitTime_AL_Active","N",2006-03-01T09:00:00
Satellite_BPFoV_TransitTime_AL_Active,4.414,s,false,true,"Active transit time (i.e., excluding dead zones between CCDs), in the along-scan direction, of BP; this parameter thus equals the effective exposure time per FoV transit, although any permanent TDI-gate activation is not included in the calculations","","3600 * FoV_AL_Active / (:Satellite:ScanRate_Nominal)","\tau",2006-03-01T09:00:00
Satellite_BPFoV_TransitTime_AL_ActiveTotal,[168.087 159.466 158.276 ],s,false,true,"Average effective (active) total transit time in BP over the nominal effective operational lifetime, assuming uniform sky coverage (the effects of CCD dead zones and faint-object, photometric-data dead time are taken into account). This parameter thus equals the effective exposure time per viewing direction (telescope) integrated over the mission, although any permanent TDI-gate activation is not included in the calculations. The vector elements refer to [G = 10.0 mag, G = 15.0 mag, G = 20.0 mag]","",":Mission:BP:LifeTime_OperationalPhase_Effective[0] * :Nature:JulianYear_Day * :Nature:Day_Second * FoV_Active / :Nature:FourPiSteradian_DegreeSquare, :Mission:BP:LifeTime_OperationalPhase_Effective[1] * :Nature:JulianYear_Day * :Nature:Day_Second * FoV_Active / :Nature:FourPiSteradian_DegreeSquare, :Mission:BP:LifeTime_OperationalPhase_Effective[2] * :Nature:JulianYear_Day * :Nature:Day_Second * FoV_Active / :Nature:FourPiSteradian_DegreeSquare","T",2006-03-01T09:00:00
Satellite_BPFoV_NumberOfStars_Average,1247,star,false,true,"Average number of stars (G <= 20.00 mag) present in the active BP FoV (per viewing direction/telescope) at each instant of time","",":Nature:Sky_StarDensity_Average * FoV_Active","",2006-03-01T09:00:00
Satellite_BPFoV_NumberOfStars_Typical,7458,star,false,true,"Typical number of stars (G <= 20.00 mag) present in the active BP FoV (per viewing direction/telescope) at each instant of time","",":Nature:Sky_StarDensity_Typical * FoV_Active","",2006-03-01T09:00:00
Satellite_BPFoV_NumberOfStars_Design,29833,star,false,true,"Design-value of the number of stars (G <= 20.00 mag) present in the active BP FoV (per viewing direction/telescope) at each instant of time","",":Nature:Sky_StarDensity_Design * FoV_Active","",2006-03-01T09:00:00
Satellite_BPFoV_NumberOfStars_WorstCase,149165,star,false,true,"Maximum number of stars (G <= 20.00 mag) present in the active BP FoV (per viewing direction/telescope) at some instant of time","",":Nature:Sky_StarDensity_WorstCase * FoV_Active","",2006-03-01T09:00:00
Satellite_BPOptics_Attenuation_ParticulateAndMolecularContamination,10.23,%,false,true,"Effective, worst-case, beginning-of-life reflectivity/transmissivity attenuation of the BP field of view (averaged over the two viewing directions) caused by particulate and molecular contamination of all optics and detectors, conservatively ignoring the in-obit de-contamination / payload out-gassing phase","EADS-Astrium, 25 February 2011, 'Science Performance Budget Report', GAIA.ASF.RP.SAT.00005, issue 5, revision 0, based on EADS-Astrium, 30 November 2011, 'Gaia payload contamination analysis', GAIA.ASF.TCN.PLM.00036, issue 4, revision 0","((7.4+1.2*2.4)+(7.3+1.2*2.4))/2","",2012-01-12T17:00:00
Satellite_BPOptics_Rugosity_Effective,6.04,nm,false,true,"For a wavelength \lambda [nm], the effective reflectivity/transmissivity attenuation linked to scattered light caused by surface rugosity equals \exp[-4.6 * (2 \pi / \lambda [nm])^2 * (SUM)], where SUM = SUM_{\rm optical surfaces} (\Delta n * rugosity [nm])^2, with rugosity the surface rugosity of the optical surface and \Delta n the difference between the refractive index before and after the optical surface, i.e., \Delta n = 2.0 for reflection on a mirror and \Delta n = 0.5 for transmission through glass/vacuum diopters. This parameter defines the effective rugosity of the BP instrument (including the telescope), i.e., SQRT(SUM). The surface rugosity equals 2 nm RMS for the M1 mirror and 1 nm RMS for all other surfaces (M2-M6 mirrors, BP/RP prism faces, RVS OMA prism faces, RVS grating faces, and RVS filter-plate faces)","EADS-Astrium, 25 February 2011, 'Science Performance Budget Report', GAIA.ASF.RP.SAT.00005, issue 5, revision 0","sqrt(pow(2.0*2.0;2) + pow(2.0*1.0;2) + pow(2.0*1.0;2) + pow(2.0*1.0;2) + pow(2.0*1.0;2) + pow(2.0*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2))","",2010-09-10T14:00:00
Satellite_BPSky_NumberOfPhotoElectrons,11.487,e^- s^-1 arcsec^-2 FoV^-1,false,true,"Number of detected photo-electrons per arcsec^2 per s per telescope (viewing direction) for a typical sky-background surface brightness (:Nature:Sky_SurfaceBrightness_Average)","","pow(10.0; -0.4 * (:Nature:Sky_SurfaceBrightness_Average - (:Satellite:Magnitude_VMinBP_VMinI[0] + :Satellite:Magnitude_VMinBP_VMinI[1] * :Nature:Sun_VMinI + :Satellite:Magnitude_VMinBP_VMinI[2] * :Nature:Sun_VMinI * :Nature:Sun_VMinI + :Satellite:Magnitude_VMinBP_VMinI[3] * :Nature:Sun_VMinI * :Nature:Sun_VMinI * :Nature:Sun_VMinI) - Magnitude_ZeroPoint))","",2008-01-24T17:00:00
Satellite_BPVideoChain_DetectionNoise_RequirementTotal,4.824,e^-,false,true,"Requirement on the video-chain noise in units of electrons","EADS-Astrium, 28 April 2008, 'PEM type-1 Requirements Specification', GAIA.ASF.SP.PLM.00027, issue 6, revision 0, Requirement PEM1-302","1.2 / VideoChain_Gain_LSBPerElectron","",2007-08-16T14:00:00
Satellite_BPVideoChain_DetectionNoise_Total,4.020,e^-,false,true,"Video-chain noise in units of electrons, taking into account that the video chain digitises the video level a certain number of times (1 for SM, 2 for AF1, 8 for AF2-9, 4 for BP, 4 for RP, 8 for RVS-LR, and 2 for RVS-HR) and averages the successive acquisitions in order to reduce noise. The video-chain noise includes ADC noise, DNL noise, analogue video noise, quantisation noise, and rounding noise. The numerical value reflects the mean measured performance of all PEM DMs tested with the FM acceptance EGSE at CRISA","X. Moisson (EADS-Astrium), priv. comm., 18 October 2010. Reference document: EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","1.00 / VideoChain_Gain_LSBPerElectron","",2010-10-18T17:00:00
Satellite_BPVideoChain_Gain_LSBPerElectron,0.24876,LSB per e^-,false,true,"Gain of the video chain","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","VideoChain_Gain_LSBPerMilliVolt * CCD_Gain_MicroVoltPerElectron * 1E-3","G1",2009-08-12T15:00:00
Satellite_BPVideoChain_DynamicRange_MilliVolt,1548.1,mV,false,true,"Useful dynamic range of the video chain, after taking the CCD register offset and margins for noise and reference-level variation into account","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0. Reference document: R. Kohley, 7 April 2011, 'Gaia PEM DCDS working principle', GAIA-CH-TN-ESAC-RKO-016, issue 1, revision 0","(pow(2; :Satellite:VideoChain_NumberOfBits) - 1) / VideoChain_Gain_LSBPerMilliVolt - 2 * VideoChain_NoiseAndReferenceLevelVariationMargin - CCD_OutputSignal_ZeroOffset","",2010-09-09T17:00:00
Satellite_BPVideoChain_DynamicRange,248931,e^-,false,true,"Useful dynamic range of the video chain","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","1E3 * VideoChain_DynamicRange_MilliVolt / CCD_Gain_MicroVoltPerElectron","",2009-08-12T15:00:00
Satellite_BPVideoChain_Offset_Nominal,1562,LSB,false,true,"Nominal sample offset, in units of LSB","Reference document: R. Kohley, 7 April 2011, 'Gaia PEM DCDS working principle', GAIA-CH-TN-ESAC-RKO-016, issue 1, revision 0","VideoChain_Gain_LSBPerMilliVolt * CCD_OutputSignal_ZeroOffset + :Satellite:PEM:DCDS_Offset","",2011-08-22T14:00:00
Satellite_BPWavelengthRange_Length,350.0,nm,false,true,"Length of the BP wavelength range (interval)","","WavelengthRange_Maximum - WavelengthRange_Minimum","\Delta\lambda",2006-03-01T09:00:00
Satellite_RPCCD_Thickness_FieldFreeRegion,2,10^-6 m,false,true,"Nominal thickness of the field-free region of a red-variant CCD, in use in RP","T. Eaton, e2v Technologies, 16 June 2006, 'Gaia CCD FM phase performance assessment report', GAIA-E2V-RP-123, issue 1, Section 3.1.1.7, page 12. Reference documents: A. Short, J.H.J. de Bruijne, 26 September 2003, 'CCD QE and MTF', GAIA-AS-002, Section 4.2 and R. Kohley, 4 February 2009, 'Quantum Efficiency and Pixel Response Non-Uniformity in Gaia CCDs', GAIA-CH-TN-ESAC-RKO-003-01, issue 1, revision 0","CCD_Thickness_Total - CCD_Thickness_DepletionRegion","x_{\rm ff}",2006-09-25T12:00:00
Satellite_RPCCD_DetectionNoise_TypicalTotal,4.93,e^-,false,true,"CCD total detection noise (TDN) in units of electrons (typical value). Total detection noise includes CCD readout noise (RON), CCD dark noise, KTC noise, overall video-chain noise (including ADC noise, analogue noise, and quantisation noise), and coupling and EMC-effects noise","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","sqrt(CCD_DetectionNoise_RONAfterNoiseRejection * CCD_DetectionNoise_RONAfterNoiseRejection + CCD_DetectionNoise_DarkNoise * CCD_DetectionNoise_DarkNoise + CCD_DetectionNoise_JitterNoise * CCD_DetectionNoise_JitterNoise + VideoChain_DetectionNoise_Total * VideoChain_DetectionNoise_Total + CCD_DetectionNoise_CouplingNoise * CCD_DetectionNoise_CouplingNoise + CCD_DetectionNoise_CrossTalkNoise * CCD_DetectionNoise_CrossTalkNoise + CCD_DetectionNoise_EMCNoise * CCD_DetectionNoise_EMCNoise)","",2009-08-12T16:00:00
